text,is_hate
keliawanam elapiya duwata ponnyo nakihama adinne nathiwa,True
athulage loku baba ta y joniage mongalaata ponnaya chirantha thadi gon wassi samitha vesita kay,True
rwathe kari samithahota josa dunna mongalayek chiranthayagen oiu deke ekek thota moadauwoada thel mada arapu athinneho me kaana laggawata ganu sanhathiyatama thopuourala marenna ona i athinny thu nodakin pata gnona,True
a apthaya gona wage kaka geta wela gon thadichchita gaghaennawa nodakin ponna rala,True
oya apathaya thoge gabura lide bahala rata nagannawa athi oya lida haruwe athulatath wada joniya joniya oke bottu padda anthimata manda buddikayek dunna,True
lagga nathi vesi dsamitha thoge duwanam hadi oka,True
anee ban anunge kunu wekunan nathiwa ubalata wena monawathma nathida hambakaran kanna,False
eyalata prashnayak naththan ai ane me anith aya kagahanne hodai singhala jathiya kohomin hari wadiwenawane,False
borudanna epa yakooooo mulu ratakma dannawa thamange duwatath wada bala ekek samitha badagaththa kiyala chik vitharak harima pilikul,True
theruwan saranai,False
oya vitharai mada gahanne naththe,False
duwatanam hodata galapenawa,False
ane aei minissu an unne dewall hoyanne ae jeevitayak aeyal ata aiti eyala kemati deyak karagatta denn ko,False
adarata wayasawadakna,False
aka thama me wage akeak hitiyama athi,False
nodain thama me wage akeak hitiyama athi,True
lassana kiyanne thawakalika deyaki aka ada thiyenawa heta nathiwa yanawa lassana passe wadiya yanna apa adarei watinne,False
thuk nodakin wesa hutti,True
para geniyek me wesinam,True
kasada bandata passe lamai hambawenna innewa kiyanna eka pudumayak newine good luck,False
ane pau thamai mulu lama samajayatama jeejai,False
niyamaiiiiiii,False
sathutin inna,False
suba patum,False
puss yako,False
lajja nathi kama mahamudalikamatath wadi,False
dan puthala ammala wage un kasada badiv kollane wahanayak gnna onnam naki kallak allagena ekige amaruwa arala maruweyan badata daruwekut dilama maru weyan dan t lamai wadanda ba,True
aththatama mehema adare athi wenna puluwanda,False
suba pathanna kohomada putha wage inna kollek ekka diga kanawa kiyanne nodakin anith kollo hada ganne kohomada,True
lamai k thathila n denekge hapoi mewesa geni ratama kanawa,True
waw sook attamai,False
ammai puthai vage,False
ane boru danna epa,False
adarayata wayasa balapaannah eth thamanta loku kasadabadina wayase lamain innawanam yaluwenakota poddak wayasa balala yaluwenna one nathan lamainta eka balapanawa eth ithin janapriya ayatanam oka ganak nah kamannah subapathanawa dennatama,False
suba pathanawa dennatama,False
nodakin yako nakigona iwarai rate podi kollo kello meki nisa,True
anun jiwath wena vidiha apita wedak na eyalata hoda nam apita mokada anunge kunu hoyanawata wada hodai paduwe thamange wedak karagena inna eka,False
suba patum magen mama kuwait walin,False
okatath kapu vede kale ara jangi adina ranganada,True
ane kagenda baba,False
daruwawath digeta ganna beri ne me genita namm,True
hama atmekama oba dedenama daruwo samagama hamuwewa,False
munta wena kathakarranna deyak na kalaknni,True
samithata rangpanna awasthawak labadenna aya chooti lasana muhunak thiyena kenek,False
supiri waddo,False
hoda video ekak,False
niyamai,False
duwata bandal dunnanam hondai neada aachchiye oyita vediya hondai putha gaththanam para geani,True
maru maru,False
ela ela,False
own desapla karna hadnwa gon karyoo,True
oun kariyo naluwoo neeii,True
nangi mamath daruwek ekka tani una kenek gani lamai dala gihin tawa ganunta lamai hadala satutin inna baha dipu gindara patthu wena dawasak anawa,False
munwa thami ara bag wala daala arinna ona louwa nathi paaharayo,True
ane hodai oya wage ewun hitiyath wedak ne akke oya daruwan ta uganwala hodata hada ganna,False
jaara miniha okata henagahai,True
wal balla,True
oya godak lassanai chathurika gona wage newi oyata waradinne nha okun wage ballo pare marila yavi,True
maha papekin dewiyan oyawa beragaththa kiyala hithala podi lamai ekka sathutin inna,False
ane oya satutien enna patau akka,False
dala giyapu aya aniwarenma dawasaka kakul deka gawata enawa eke sekayak ne hemadema apita ona widiyata pawatinne ne kiyana eka witharak therum ganna ethakota dukak denena ekak ne,False
me hadawathe mona tharam ginnak tiyanwada kiyala weradi karapu ayata therenne ne dukak deela sathutin hitapu kenek ne weradi karapu ayata aniwarenma daduwam lebei eka looka dharmathawayenma sidda wei,False
naluwo niliyo kiyana un hithan inne kasada ganiyak ho kasada minihath dala yanawa kiyanne unta adum marukaranawa wage wadak,False
salanna apa ganunta aga haiya natat hitha haiya teyei akka owa malovadema vipaka dana karrma,False
cathurikata haena gahanawa gayan hodata hotallwalta ghin gilinawa blla,True
pau me daru patau denna kwdhri amma bla gnna oyla gayange dn donith lssni budusaranai,False
ane nangi oya duk wenna epa oyata raja kollo dennek inne giya minissu apahu enawa daruwo denna ekka sathutin jeewath wenna,False
budu saranai oyata,False
ane me gayan kiynne kochchara naraka a href http minihekd me minihekd me a minihata hodakma wenta apa,True
kollo dennata uganna ganna oya edata dinum hodin lassanata jeewath wenna,False
oyata waradinne na akke,False
corona hadilath ara gani marune na,True
naki wesi ekka lamai hadala gayanta vidawala merenna weai,True
duk wanna app akka kollo danna hadagana jiwsth wanna kawada hari daruwo oyata salakai was kama yana pirimi gana duk wanna app b s,False
oyata br ta ruwan saranai nanngi oyata haki vidihat ptau danna bala ganna ninnda karana ayata awa tiya i puta la loku unama karadarayaka na,False
ubata chathurikagen kollek am upadinna apaaa,True
a parade kollo denna,False
gayanta kohoma ennawada manda ara daruwo natuwa,False
lassna ahinsaka ghniyekwa dala mee miniha ara udakkiywa badagena dan ee lamyage video dada innwa kochara pw da,True
nodakin chthrikata hanama wadiyan,True
kanagatu wenna epa duwa oyata drviyo balanawa,False
puthala denna hodin hada ganna oyata hoda kalak yawi wetenna epa manasin oya kohomath biya wenna ona nane oyata inne ratak watina kollo dennek theruwan saranai,False
okata henama gahai arakitath ekkama,True
ane ballo thota hanma gahana ara chathurika kiyana wasa balli,True
miss dukwaena apaa yana akaa kohomath yanava raththran vagae puthaa la daennaek oyaata ennae ayaala loku unaama oyaata salaka ave dan daruvan daenna assdaeka vagae balaganna budusaranaei,False
badapu minihalage ellenda ena ganu mewata waga kiyanna oni,False
amanussayo gayan chathrika joduwa minta karmaya visin daduwam labawe,True
thamnge nithyanukula lei ipaduna lassana drive patau dennek vinasa krala avilla me ponnya vesiyanta dava ipdichcha druvo rakinva thopi denna vage nehara menka vage kunugodval vlata ipdichcha lamainuth kvda hari kranne loku vela thva asran ganunge paul kadana eka kalkanni kalakruvo thopi vage eun,True
gayanla vage ponnyo hari yanne hari haman konda pana thiyena vadgath pirimiyek lagata yanna bari chathurika vage patta vesiyanva oya vadagath ganunta nevei akke oyage jivithe loku vardimak karumyak galvila giya kiyla hitha hdagnna akke,True
oya nangi sabma devi kenek innava eyata kiyanna jayasikurui daruvanta haki aya daru ta udauvak dei,False
mutanam hena gahanawa yako,True
akke oya duk wenne epa rattaran akke okata hariyanna ara dakkili ganitat eka dan daru hurathl balanawa ara lassana kolu patau denna dala a href http gihin okunwa me gihin okunwa me a channel walatawat gennnana hoda na okunta hariyanna akke widawanawamai oyata shaktiya labenna one daru patau denna ekka jiwat wanna,True
oya salenna epa sathutin inna,False
oya minihiha kawada hari duk vidinawa nagi oya daru denathe ekka sathutin inna budu a href http saranai man saranai man a sujeewa akka anuradapura,False
nangi ada wishwaya wisin eayalata daduwam dewi oya puthala na eakka sathutin jiwath wenna,False
soba dahame hamdayakma vesadave ma karana aparade ewsanne nange oyatte dakenna hakewave,False
baya wnna apa oyata kolu petaw dennek inne,False
duk wenna apa oya wage ayata wadi ausha na,False
munge paulam balu wesa paulak nangi weni minihath gaththa chathurika budu dahama sattyanam ubata meya pala denawamai thoge kasana thana panuwo thiyalai merennne,True
oya gayan ara ballit ekka huratal wenawa kawada hari okunta owa pala wipaka labei hena hahanna one wahi nati hena wadinna one oya jara caturikata hena gahanna one,True
oya duk wenna epa sahodari caturika kiyanne patta wal wesiyak gayan kiyanne parayek okata hena gahanna one oya rattaran patau denna hada gena jiwat wenna kollo dennek enne lassana patau dennek,True
genita akamethi wela divorce wunata kamak neha eth lamainta udaw karanna ona,False
me wage dahadura weda karana un aniearyenma wayasata yanakota manasika keddu wenawa,True
man issara harima asa karapu naluwek dan nam penna ba munge jara wada nisa ganu daruwo anatha karala dala dan reddak kiyanawa,True
min maha kalakanni mata nam munwa pennabs nehsrasha maha wl ganiyek,True
tho marana oone para balla,True
mun okkoma akai,False
thamange lein ipaduna thamanta mulinma piya padaviya deepu duwa wa weni thenata daala paula dekada karapu kohewath neth gon geniwa thenata daapu mu pirimiyekda,True
wikara genu passe gihin anthimata apayata yanna lasthi weyan,True
nalu niliyo okkoma wanachara heththa unn dakina dakina ekath eka yanawa,True
munta pissu menake ta kalin wife narak une nehara hambunata passe venna athi hambune naththam thaamath a paula sathutin lamekuth daala avith dan pampori gahanava lamaya gana,False
e dwas wala adare kraddi kalin birida hodaii dan tma waradii paw momawa unat eyat gahaniyak ayawat mathak kla nam thama hoda mokada aurudu ka darwek labennet nikan nemeii oyage kalin birida ekka adaren hitapu kale labune paw e gahaniya,False
best of luck akki aiya harima lassanai doni patiyawa ikmanata genna oyata nikak twins wage aneeeee ikmanata patiyawa genna api balan innawa dalada samidu pihitai,False
thamange lein ipaduna thamanta mulinma piya padaviya deepu duwa wa weni thenata daala paula dekada karapu kohewath neth gon geniwa thenata daapu mu pirimiyekda,True
nalu niliyo okkoma wanachara heththa unn dakina dakina ekath eka yanawa,True
oy kahaganne samanallu,True
pirimi kiyanne ganikawo tamai ganiyakat pare bahala yanna ba baduwa kiyanwa ganikawo kiyanwa ganiyek baduwak wenne badu gahna un hinda wesiyo kiyanwa lajjai kiyanna pirimi taran vesiyo tawat na uma dapan malli oy vesh kame yan untamai ubat baninne oy banin un gankao nattan ubata baninne na,True
muu kata krna hati plyn tho ragapanna ponnaya,True
mona ponnayod bn me adukolayo,True
kada haththa oka sammatha karoth parata hari bahina un like krpalla,True
ponna haththa katawahan hitiyot okunta hodai sakkili lajja natuwa wesa ballo kata krnwa,True
yanaya balanna kauda asa unta redda vana vana samanllu,True
eeya aiye munta pissu hadilada appiriyawe ba ane dewiyanee mun ape rata neda mehema winasa karanna hadanne jara saththu,True
moun kollonge pai asawe aka aka huththawal hadagena meke ragapanna hadanawa,True
aniwa aiya api oyata mukuth wenne denne na hrida api heshitha aiya ekka atha wath thibboth oya musalaya ape heshitha aiyata mulu mahath srilankawema kello kolla ekathu wela oya mihi kiyna musalayata mona kraida dnne na ithin ekata ekaga aya like dn palayalla api demu hoda gemak oya mihi da muhi da kiyna napunsakayata o,True
mahi wage ponnayoo nathi karanna sap eka dennawa ekenma ah,True
ponna kariyanta niyamata denawa bro deoaththata nathi ponna kariyongen dena tharjana karana widiha dakkama heshan uba iwasanawa wadei ban uba kiyana hari ponnayanta denna ona ridenna me depaththata nathi un samajayata marama wadayak podi lamai pawa apayojanaya karanawa mawa dala video ekak karapan mama dennam duwanna okun karana jara wada mara wada thiyenawa podi lamai apayojanaya karanwa eth ewa wadiya eliyata yanne naha,True
yako hasitha danaganin meka jana walin hata ganne para wesige ge putha,True
ane pako hasitha yho danne monawada tablets gahala aga puppawagena mona pakada karanne,True
hesitha pakayooo br yako thota katha karanna danne naha br tho maha loku pakayek,True
ape scl eke namath kanawa gotha hutta isipathane kiyala kiyanna ba ponnaya,True
amnoh kalakanni hetta,True
ponnayoo k innwa,True
hesitha malli niyamai bayenna epa ponnayek gananganna epa,True
math enwa oi ponnyo mokkuda,True
kollo oya ponnaya ga number eka dipn kari ponnyo hinda lamai nuth iwrai,True
maharagamata awoth arinawa,True
bro uba katavath baya venna one ne oya ponnayo ekka heppenna yanna epa pohiyakinvath enala dai,True
kari ponnayo bn,True
ela kiri kollek ban uba oyahuththige ponnayonta ohoma karalath madi,True
mee vage keri ganunta hodak venna hodana,True
menna hodama wesiyek,True
ane toge boru adilla tiyagan apinam manussayo at ubawage amunussa kama penawa munanma,True
kollo ravattana thopi vage badu nisa ada hoda kellekta vath edak ne kollo maranna epa yako nikan paw,True
nodakin mewage kello ahinsaka kollowath amarewedana,True
ek kollekta lov karapan kollo okkotam ekm thama tiyenne wesiii,True
anee pala musaliii mage aiyt wage mehem deyk karanam maranwa balli mam kellek widiyt mem katha karn hati waradiii eth thota bnin wachana naa nodakin mam n uus karanne awrudu dii ekak on lin cz ynn genawe,True
moda wesa kello,True
mariyan thooooo sapayk ammp ratata wesiyek mekinam,True
nodakin thoo mage aiya mara gthanam maranwa wesii,True
wesa belliyak,True
uba mariyan ubala wage wesa kello ganu jathiyatama nigawak,True
hoda wade thota balli dan adapan,True
ubthd wdee asarn kollkut mrgn ohom wel mdii ubt wnchr blliii ohom welaama madii ubt ib hind pul pitin wida wannee matann hrii sthutuii ubt una de gana patta liik krpu unt tx ptta wdee bllit kree,True
maragatthe na tho,True
kalakanni belli ahinsaka kollekwa mara gaththu boru kibul kadulu patta wesige,True
nodakin witharak me wage kello dakalama nane,True
adapiya thawa hoda wade thota ohoma wela madi ara ahinsakayage demawupiyo nangi pawu ara ahinsakayath pawu yakoooooo thota hodaknam sidda wenna epa thota kiyanna wachana na yakoooo,True
nodakin me wage kello dakalama ne,True
marena unta th honda wade unta honda wade,True
anee mee apitath oyage wayase nangi kenek innawa hebei tik tok karanne yakoo onama manussayek karanawa kiwwe ubata mongalada pissuu ne,True
manasika rogayak thiyenawa apoo ape lamainuth hadha ganna beri wei me belli nisa,True
ane patta huththi thoge amma oya wagema badhuwakdha,True
pala vesiye yanna thova amma appa balanne nadda huththiye,True
yako aurudu gaanak kiyanne meki ade chuu karana kaale idalama kolloth ekka set unaada du mehema nam amma kohoma athida,True
wesige kate hati,True
hodaa wadeeeee moko kiyannee gahanawaiii gemak ayee kimba palanna onee aralama,True
mekita nam pussu aththatama gon redda uba kiyana karana dewal walin penawa kollek maraganna puluwanda bida kiyala padam karapn gihin,True
pala wesi thoge demaupiyoth pau yako,True
ane pala balli ynna mat nam penna baha gon baduwa,True
para balliyo,True
muvage ekek hora,True
muge kanata denta thibbe,True
kisisethmajathiwadaya aussanne nallu unge nalikawa,False
kauru varaddi kalath daduvan anivaren diya yuthui bala daraini obe avadanaya pinisai,False
sopin eke redi dagena apu ekage sadde,False
okata hena hathama gahala wilpattu kapapu nisa gahak watila mariya,True
fttta,False
ratakhma mokatada okata kelinna sakachcawa pathtaka tiyala okata kelapiyau,True
ponnnayangeth ponnaya badudeal ponnaya,True
bomba gahuwe mun thamai kalakanni balla,True
make vinadi thami hodama tika aurudu kadauree hitiyalu muta mechchhara salli kohenda me aurudu ta,False
wal ura,True
eka manussayek thiyaageena denek prashna ahanna lajja nadda eth sinhala kathaakaraganna bari kenek ekka,False
hodawade ballata,True
para hiru anith kuliyata dunna ayagenuth me prasna ehuwada,True
oka boru kiyane boru okawa hire dapiyu balla boru kiyanne,True
kari ponnaya tho mariyan musala,True
muge ammata hukanna kadiya mun maranna ona munege widiyatama,True
gon pakayek thonam ponnayo,True
akk ahanakota thahayak uththara,False
para thambiyo thowa kanawa,True
my kata hariyat boru kiyanne muta hena gahanne one boru kiyane balla hariyat pr uttara dipan yako,True
tho nm mage as dekata penne be sakkiliya tho mage athata ahuunoth maranwa wal pakaya danna ekak mata mekata maranna udaw karanna,True
kunuharapu kiyana hamuduru innawa,False
para balla mama hitiya nam mama yana hiraka yanna talanawa,True
mugen unp aun salli kadagena eki mu baya naththe,False
uba gona neda ban,False
gon hambaya thoo baba,True
uuura,True
kari wesige bdu udin muge lamayek nathi unath muta ganak na pakaya,True
ane muwa marala danna barida katawath kari balla rata kanwa,True
thopi sinhalayagenma kala beela sinhalayama marana wal thambi heththa henama gahapan,True
me kala kanniyawa marala danna karuth nedda yako,True
menna muslim mas waddho pahara balla,True
para hambaya tho mariyan thota dan hodata sinhala puluwan dan,True
parliament ekata anthai ne yako munge waliya,False
neddakin witharak,True
mnan huththo athe gahuva,True
u mnhek d bn,False
monada bn me,False
sigirii lalanavii,False
ude miniha ponnayekda ban,True
nodakin thota hena wadee samajema kanawat,True
mekita hukanne one mekige thatha,True
ana tota waga apeta adena ona bale apet ganu tama aunata apeta tota waga hluwan ena baa ape adum adenat relax aka ena tama thuu nodken ma ganeta yanna apayak naa,True
yakoo magula,False
ane pissu mekita athtatama leggawa kiyala namayak ne,True
mokadda hlo ee kathaawa,False
minehekut ennawalu,False
nodakin patta wesi,True
hmm maru,False
aththatama kiyanna kisima deyak ne anith aya hemadema kiyala thiyanne mona unath me geni aththama kiyannawa thaman gon bduwak kiyala thamanma piliganna ekath hemotama karanna be,True
wesa huttiyo,True
yako tamange minihata witharak thoge niruwatha pennapan chik mehemath ganuu,True
piumi thamuse nisa hodata inna genu apeth nambuwa neti wenawa ealiye dan innawa madiwata kiyana katha thamuse chatar halo molayak ne oheta innawako lassanata,True
muu kauda bn nikan pabayek wage,True
pissu ganiyek mekiwa angodata yawanna thiyenne,True
wesa ganiyek mekinam,True
mamanam awe comment balala hinawenna,False
tu nodakin wasiyo,True
uba wage gon wesiyek toge huhtaa kunu wela ynna ona,True
oyage mattaiya ponnaiya,True
tane pumbagena balum wage ane mehema vesiyooooo,True
niwedakaintath apahasayak,False
me dawasakata kiyak withara hoyanawada,False
patta paduru wesa balliyek thama meki,True
chiththa adina pirimi kiyann munta tamai,True
idakin witharak mun niliyoda,True
wesila,True
tope amma wadapu vidya weradi baduuuuu,True
monwad obei teyana lassan,False
ane manda mata duka okige lamaya gena,False
renna thiyena puka denna epa wesiye,True
gon huththa,True
muta ganiyek dunnoth hondata karayi echcharayi mu danne,True
chamuditha watti amma wagene yako pirimiyek wage prashna ahapanko demallu padi gatta wage katha karanne,True
kala kanni haththa ekath kawa asawen balan hitiye dn nam balanna wath kamathina,True
hinsaka muslim miniha thamai me wage halparuwo nisa amaruwe watenne,False
garu janadipathi thumani garu agamathi thumani namal rajapaksha mathi thumani methumata tikak sawan denna methuma kshethraya thula parinatha pudgalayek px,False
chamuditha gonoo apita thoge acting balanna oone naa br over acting nodaa hitapiya,True
api cricket velata pissu vatila inna arjuna ankal,False
udugampola wataraume tyena world cup aka diha bala bala huulla huulla yana heti dane kridawata kamati minissu mr mahinda meyalage paulata karapu de gampaha okoma danawa moka unath apita wedak na me rata godak isarahata ena ona ratak hari minihata tanak denna dan na ape un akai me,False
chamuditha ai kaagahanne himin katha karamu,False
arjunna aewith krikat hadanna oba ratata sewaya kalaheki kalayuthu kenek obata suba pethum,False
yko me ponnaya prashna ahana widiha,True
mey booruwa pissek wage kaa gahala prashna ahala uththara denna yaddi madin panala aye uge hithe thiyena uthrayak denawa mokekda mu amal perera wage ekekwa interview karapu dawasata thamai mu aha ganne modayek,True
ayyo me interview karana manussaya ka gahana eka harima ear irritating,False
ponna chamuditha,True
pissek wage ke gahanba epa ban lahiru gen igena ganin interview karana vidiha,False
lassanata weda satahana karanawa,False
pissu huththoo ranganala giyata passe tho thamaii hiru ake pora kiyalada hithan inne oakaya merenna hadanawa gahapiya arjuna aiye okata,True
ane obata pinsidda wey cricket hadala denna arjuna ayyeee,False
muge oluwa idimila br okawa ohoma uda br thiyanna epa ahinsaka br muslim war unath karana br apahasayak me miniha br rata palanaya karanawada,True
mu maha keri ponnaya,True
sinahawen ho katawen be maninnata minisa danno daniiii meyagena,False
me keriyawa ai hire danna kalakani sakkili balla,True
chamuditha prasna ahanavada netham thawath awussanavada,False
video eke muslim hash tag eka ain karanawa mulin modayek wage kegahanne nethuwa,False
madhya wediyek wunanam sanwara wenna oni anthawadee jathiwadiyek wenna hodha nehe katakatath harda saksiyak thiyanawa chamuditha rajaya kiwwoth rajaya thamay,False
niyamay azath sir,False
ape sinhalayatath ona asath sali wage sinhalaya wenuwen katha karana un depaththata wanena parayo newey,True
menna maranawa nam balla muwa marala danna ona sakkiliya,True
ado harak petiya wage prashna ahanna epa chamudika tho wage in thamai anthawadi prashna ahanna,True
thope thiyena paukarakamata thamai bn ehema merenne,True
ponyek,True
carri ponnaya ashad muma kiyanwa buddayo muta innawa kiyala ahama inwaname un shinhala buddayo nawi,True
tho loku ponek,True
chamuditha ponyek,True
allha nabi thuma vesa ponyek,True
kari ponyek ammta hukan asad salli vesa kari,True
uba maatdiyo jaatiwaadiya adinne tamusala kattiya tama maatdiyo okkoma ekai,True
hinsaka muslim miniha thamai me wage halparuwo nisa amaruwe watenne,False
kawada hari wenne sinhala baudda kollo kello me ponnayonta erehiwa nagee inna eka edata oya hambayontai kalu suddontai duwanna wenawa habai a,True
mr chamuthita wimalwai gammanpilai nathinam mung tundenawai genalla wadasatahanak karanna bari,False
mun muslim minisunta tambiyo kiyala baninawe ah unata sinala ganu arabiyata pukadana yawana ukanala nodakin kariyo,True
shamudetha oya kathakarana wedehath asad kathakarana wedehath hondata balanna kotshshara iwaseemanda katha karanna a thamay niyama muslimwaraya,False
chamudithah nikang chathuraya wage jathiwade awssannamai hadanne gothaya,True
maha kalakanni ballo,True
ape un dinai,False
unta oni hodin nethnmm narakin dinanna hebei me legendla pitiya hadaawi semiyet final eketh lanakawata awasi widiyata ekanam sure hodata kalpanawen upul dilshan sellam karoth hodai eyalage ilakkaya me denna,False
hena gahapan yako,True
un oda dagena htiyata thamath apita patta bayai,False
para india ballo,True
ounta corona hedila meranna one,True
brother meka me video eka hindiyen karala danna balapan dubai wala inna ekekgen account ekak haraha dapan indiawatath yanna,False
aniwa lankawa gahanawa,False
indiyava kiyanne jara ratak,True
balu wadak br br onna ada idiyawa paradu na nm hari,True
cup eka gednna ona ownta final rewenna gahala loke inna baluma jathiyak thamai indian kiyanne,True
unge ammage kiyala thamai kiyanna thiyenne,True
mona unat indieawa kanwa srilnkawa gahanawa gama,False
hena gahapan okunta lankawa cup eka dinalamai okunta padamak ugannanna ona thank you ikka apiwa denuwath karata,True
hemadaama un karanne hora karana ekane,False
okata ape cricket borde eke sambanda ati aniwa,False
api dinnawa nma adarai dilsa hemadama obala hmotama,False
ape aya awasan tharage dinnam oya okkotama uththara hambaii,False
monawa hithannada ikka br aniwa munta match aka gahanna ona ridenna,False
indiawata api cricket walin uththara denna ona cup eka aragena,False
arjuna hitiyanan balanna thibba,False
hena gahapiya,True
unge ammat kiyanne monawada wena kiyanta deyak ne ape un weda penwai issarahata,True
kiyanna thiyanne indiyawata cup eka dila ena eka dinanna ohoma wancha karanne paradinawa kiyana bayata,False
kujithai neda,True
salli valata hamadeema karanna baa qwata salli valata godaaak deval karanna puluwan,False
owa unga thiresan wada,True
hukan netuwa inna india,True
maha kalakanni okunta parajaya baraganna ba,True
pareyo,True
gu huththe indiaw hora out dila hri unm cup eka gni ikka blhnko borunm un prdigen awoth umpiresla hora out denn gni,True
duvanna api denne hari yaaaaaa,False
mona magula karath wedak na final eken kanawa indian kaaraya,False
monava karath ape kollo cup eka gan nava,False
kauda dislike karapu ponnayoo indian legends lada,True
india aaaaaaaa epa wenawa oi vishrama gihilath mun hora karanawane,False
owwata randu karanna yanna one na semi eke okunwa kapila yannq kiyala prartana karamu,False
aulak ne anthima match eka gahala demmama iwarai oi para ballonta,True
okun hemadama kare hora weda ape unta,False
oyawidiyata lankawe set ekata final gahanna eddi lanka team ekata korona kiyaida dannena oun indeawa ea tharam badu,True
oy indian karayoi suddoi thambilai okkma apita eda indan keliye kumanthrana walinma thamai mathawaladith ehemai yudda waladith ehemai deshapalanedith ehemai kondak nathi napunsaka hatha,True
hora yakku indian karayo,True
lankawe cricket walata lokuma henaya katholika aya hodata balanna,True
thisara thamai lankawe cricket kaawe,True
thisara nam maha balu,True
lpl final eke danushka t krpuwa tmi thisarata oya pala denne,False
mun okkoma elawanna oni kalakanni heththa lankawama kapaiyaw,True
thisaraya mge favour ykoo,False
mun okma hinda lnkawe cricket iwari idkin,True
tisara athi gadara palyan bola akkak gahnawa paradinawa,True
okkatama ekata thiyala puke arinna ona,True
mun serama elawala danna one,True
ganu gedaratiyala kreeket gahapalla ganu tamai ubalawa kanne,True
thisara to ballek,True
gonek ge patiyak badala mehema nam rajanage duwek banda nam kohomada,True
thisara ga gani malingagage gani ekkath vali neda,False
dan inna ballanta kisima uwamanawak na tharagayak dinanna sellam karanna,True
onema deyakadi discipline first talent second nathnam sarthaka wiya nohaka,False
hama dema ikmanata ok wela sri lanka cricket goda yathwa,False
vinaya ona mallila hama thanatama vinaya ona sir arjuna ranathunga mathak wenawa mallila ethuma kata kadenakal kiyawapu deyak thama me ada apita nathi wemin thiyenne,False
me vidiya team eka athule hiyena randu hinda thama team gahana eka match ekak wath hriyata dina ganna bari mewaun okkagema wadi mewa,False
tisara kohomath kariya kiyala team eke okkoma dannawa br gedara ganiwa control karaganna bariwa captan karanne kohomada ponnayo,True
shehan oka sri lankawata agaurawayak,False
thisarala athi dan sellam kala,False
wesa ganu gawa gattha tana iwari,True
thisarata aasa naa,False
owa pahath wada machan,False
suba dawasak hoda idiripath karanawa jaya wewa,False
apo shihan hariyata gahanawane,False
shehan chaans lebena thene sellam karala lankaavatama gema dhey vage,False
sri lanka cricket wala kewuna hethuwa menna mekai vinaya piri hila thinne vinayak nathi thana diunuwak koheda srilanka cricket nambuwa kanna epa plz,False
cricketers la ali puken awith na munuth thamange wasiya wada karana jara jathiyak,True
kathawa nam aththa wage penne,False
ranjan ahinsakaida,False
badu namal ow okkoma pawla pitin hire danna one passe inna ewnwt danna one jonyla wge,True
mahindalage wahallu unlike karala wesa baduwak oka,True
rata balata yano br ballo rata palanaya karanna,True
hapoi,False
aka tamai okiga lokukama mahindaga rasna,True
kalakaine paulak mun okkoma,True
neethiya ballata neethiye adhipathya ballonta,True
kawa wiwechanaya kararh kamak naaaa br kathawa tikk sanwara karaganna,False
ahhhhhhh me thamai story eka,False
ballo raja wela,True
eka eththa tama nandege desapalana genu,True
kaalakanni hattha rata vinasai,True
rajapaksa weddo hora ballo,True
okige oluve otunna galevvata kulappu una neda kattiyak lankave namath kanava me balliyo,True
thank you thushara br me pakaya genu ki denekta hukala athida,True
venna ati namal kohomath kupadiya ganikawo ekka natapu ekane,True
danagaththata thanks,False
appa janadipathi unama pahara putha wanachara kame hati vitharak namala hamathanama ganu gaththa saththuma thamai,True
puka di nasi kollo,True
lankawe nine ponnayo mokada ganuratayawala hambakaran kana ponna ralak inne eahaw rate munta monawa karanna barida,True
geethath giya,False
makige mona lassenekda,True
ma waga balliyo ballontema thamai,True
ma wasi namalge baddak kiyela okkommela dannewa,True
divorce wune nththm apologize krnn brid,False
thaththa igannuwe nadda asadaranayak wenawanan e deta katha karanna one wadagath piliwela,False
monawa kohoma unath ewa karanna one piliwelak thiyenawa oyala wage ayata adre karana aya innawada kiyalanan pudumai,False
ane ganiye issellama hitapan inne koheda kiyala weradi tibunat ohomad hesirenne balapan ratawal wala minissu hina wena hati erisiyawa tope,True
baya wenna epa hode kauruth,False
kele gena iwarada baduwak passe yanne sirasata mol,True
pissu huththiyek dakkath appiriyay,True
kirula galwaddi iwasal idapu ekamkochchar deyakda mata ehema kara nam guti kala yanne dennam nodaku kunu hutthiyo ganiyekt ganiyek irisiya karann epa anunt irisiya karann eke vipak ubala dennat labei,True
ane manda ithin,False
and baya wechcha thramata mata hat atek haduna dan enne spirithale aennae balanna,False
tho mona yukthiyak sadaranaya da katha karanne peni sitinne sinhala cinemawata apakeerthiyak nokara wesakam karagena gitqpiya gon wesiye eeka rhamai thota obina rakiyawa,True
aneh gon patta vwesiye thoge daruwath angawikal uneh thoge sapetai gon wesiyo danne naha thanaka hasirena widihawath wesakama ihawaha gihin mekilage,True
meki guruwariyakda lamainta ugannanna me erisiyawada thu nodakin,True
ublata danna news ndda yako kabbnwa form krnne,True
apo mekige heti,True
sadaranayak krna one nam chande elapan ganiye lokaya esra thawath ganiyekwa laja nokra munwa thorna ewunta ghna one melo rahak nathi ewunwa genawata,True
ane thoge appat hukpan wesige gani,True
kauda ubata adare karanne,False
